Edad,Ingresos_Anuales,Experiencia_Tecnológica,Estrategia_Marketing,Adopcion_Servicio_Nube,Interacciones_Redes_Sociales
34,1575.4705449731123,Media,Publicidad en Línea,Sí,30.344747149584585
23,3738.936361501555,Baja,Publicidad en Eventos,Sí,47.54143439403797
58,2407.6834138313484,Baja,Publicidad en Eventos,Sí,58.05702658610854
47,2020.8926177292274,Baja,Publicidad en Línea,Sí,89.12380956098887
40,500.27673427648375,Baja,Publicidad en Eventos,Sí,31.391023462828983
55,875.3083097832408,Media,Publicidad en Eventos,Sí,64.69437671307303
41,2300.7507900268965,Baja,Publicidad en Línea,No,49.20824006727923
54,3980.0877862773186,Media,Marketing de Influencia,No,77.439743616419
52,1999.9148973922577,Alta,Publicidad en Eventos,No,40.41689965269496
24,2613.208931414067,Media,Marketing de Contenido,No,72.88626254013873
24,3451.2619865692254,Baja,Publicidad en Línea,Sí,27.113076389372225
42,3698.069295033697,Alta,Publicidad en Línea,No,66.63518107013724
30,1654.6812655498295,Alta,Marketing de Influencia,No,64.51225702859146
35,905.2970195848649,Alta,Publicidad en Línea,Sí,59.004785680873304
49,3893.821014032482,Alta,Publicidad en Eventos,Sí,50.417347216176246
55,2251.711870659423,Alta,Marketing de Influencia,Sí,63.93502074514878
18,3577.38326869659,Media,Publicidad en Línea,Sí,50.409710389941765
28,1404.472862375144,Baja,Marketing de Contenido,Sí,19.978437444490993
22,628.0546047709978,Media,Publicidad en Eventos,Sí,36.70625560839704
49,3550.087960911156,Alta,Publicidad en Línea,No,10.119631759147108
28,1841.284513496924,Baja,Publicidad en Eventos,No,63.59936996780754
47,1930.1370077371357,Media,Marketing de Contenido,No,59.5963404329483
51,3939.0926085428628,Alta,Publicidad en Línea,Sí,43.337225259602754
59,1812.7179368922161,Baja,Marketing de Influencia,Sí,51.089940895767185
31,2422.6145240376936,Baja,Publicidad en Línea,No,54.678761707536125
37,3027.9772244168366,Baja,Publicidad en Eventos,Sí,54.78548696547742
59,1133.234215156142,Baja,Marketing de Contenido,Sí,40.15381426636617
30,1297.8823070592923,Alta,Publicidad en Línea,Sí,48.67105742899099
34,3033.653931613042,Baja,Publicidad en Eventos,Sí,84.4532753521735
55,3286.4357049167807,Baja,Publicidad en Eventos,Sí,53.06972579336255
32,1042.2068994735248,Media,Marketing de Influencia,No,59.478367954255994
54,1442.3347193172892,Media,Publicidad en Línea,Sí,77.68408985615862
22,332.26880042280453,Media,Marketing de Contenido,No,24.895984546680094
18,1723.8810360734751,Media,Marketing de Influencia,Sí,62.33116655126576
55,3634.1252249713884,Baja,Publicidad en Línea,No,52.63209209182268
29,1784.9597243264411,Baja,Publicidad en Eventos,Sí,51.15966617048758
23,3108.35520378023,Media,Marketing de Influencia,No,38.46984816804553
58,512.3320805912232,Media,Marketing de Influencia,Sí,97.59036142526318
34,2475.2105656194803,Baja,Publicidad en Eventos,No,35.16412810131888
34,3829.9624817727404,Media,Publicidad en Eventos,Sí,85.92079042791396
28,3942.2209412252364,Alta,Publicidad en Línea,Sí,31.1442398993132
23,2440.0943645417588,Media,Publicidad en Eventos,Sí,34.76573755038592
41,352.98010062456734,Baja,Marketing de Influencia,No,30.273533668044106
21,3407.6138790063787,Baja,Marketing de Contenido,Sí,95.09670856880753
56,3018.4461867660793,Baja,Marketing de Contenido,Sí,75.33704208043164
36,391.32037613341555,Media,Marketing de Influencia,Sí,60.26944956598547
48,3099.648980666948,Baja,Publicidad en Línea,Sí,39.58088499054988
34,2962.1438343363498,Baja,Marketing de Influencia,No,93.32282070197145
49,657.3933387070829,Alta,Marketing de Influencia,Sí,54.630559990780384
39,2284.5958107963097,Alta,Marketing de Influencia,Sí,48.29612369791124
51,2330.8411166745836,Baja,Marketing de Contenido,Sí,81.40593412910644
28,3610.9633690562387,Alta,Marketing de Influencia,Sí,9.746139193364133
49,1939.552285907877,Alta,Marketing de Contenido,Sí,12.640784936951155
37,2368.882972059515,Baja,Publicidad en Eventos,Sí,6.539554848703588
20,2338.5018326954732,Alta,Marketing de Influencia,Sí,62.050913627186056
37,2221.690965342199,Baja,Marketing de Influencia,Sí,97.217005302742
49,3456.6863837753413,Media,Publicidad en Línea,No,37.503002799217015
37,3802.528482417256,Media,Marketing de Influencia,No,46.02396040828507
57,3685.211357894822,Alta,Marketing de Contenido,Sí,90.69119068656535
57,1026.8710811459018,Alta,Marketing de Influencia,Sí,42.15864024579492
51,3511.599444882682,Media,Publicidad en Eventos,Sí,39.03906311722724
48,1475.6928358887858,Baja,Marketing de Influencia,Sí,88.86467155988228
57,347.4025580163953,Media,Marketing de Contenido,Sí,13.004362415097804
30,2272.559830402656,Alta,Publicidad en Eventos,Sí,93.48931115913621
34,648.8106936110096,Alta,Marketing de Contenido,Sí,32.875701804746406
34,2147.4404860727363,Alta,Marketing de Influencia,No,57.131770056172556
24,3037.16907816428,Media,Marketing de Influencia,Sí,72.67596204453591
22,3429.3678003573323,Baja,Publicidad en Eventos,No,25.046504526531898
38,1494.40947189258,Alta,Marketing de Influencia,No,93.29664347109909
48,3403.5742778614126,Baja,Marketing de Contenido,No,54.1644164382975
30,511.3815496551156,Media,Publicidad en Línea,No,34.288049144275845
51,2577.7993097142303,Alta,Publicidad en Línea,Sí,89.41546887193837
44,1593.4080520921264,Baja,Marketing de Influencia,Sí,65.43704438484707
36,2330.3825613285853,Media,Marketing de Contenido,Sí,13.591805340293073
24,1010.2068316825657,Baja,Publicidad en Eventos,Sí,99.24473259902277
20,1155.5701587582878,Alta,Publicidad en Línea,No,66.63879512780136
44,3394.6271715763623,Baja,Publicidad en Línea,Sí,27.337207705191847
43,3251.097185646168,Alta,Marketing de Influencia,Sí,22.135936309236225
31,3461.0094842635062,Alta,Publicidad en Línea,No,60.96562247467689
45,2070.0354871537575,Baja,Publicidad en Línea,No,80.86784402230734
55,2749.886806346027,Baja,Publicidad en Línea,Sí,29.87187869938861
39,1995.3090139630508,Baja,Publicidad en Línea,Sí,29.94757089311204
23,1221.7593835214566,Media,Marketing de Contenido,Sí,77.03560977799947
43,322.93153460845144,Alta,Publicidad en Línea,No,51.85014145819075
30,3703.284996270393,Media,Marketing de Contenido,No,82.50343781536044
24,2879.282904593641,Baja,Marketing de Influencia,No,32.33065636055332
27,3192.777653299734,Alta,Marketing de Contenido,Sí,32.55170159381375
28,574.2201231840634,Baja,Marketing de Influencia,Sí,87.45705283737341
26,3566.76860323064,Alta,Marketing de Contenido,No,39.91928996017354
44,842.9180181497687,Alta,Publicidad en Línea,No,27.4787697502461
34,3419.2520181333443,Baja,Publicidad en Línea,Sí,3.7126284953770794
49,3129.464965646276,Alta,Marketing de Contenido,Sí,43.00822112437236
48,3033.62737532655,Alta,Publicidad en Eventos,No,23.25416417575322
55,2842.6314200213674,Media,Publicidad en Eventos,Sí,50.83348999468198
56,1049.25632967427,Alta,Marketing de Influencia,Sí,16.01459316489744
24,2733.826507610625,Alta,Marketing de Influencia,No,94.9337419262697
24,701.7842596142558,Media,Marketing de Influencia,No,85.62472641134751
19,3480.5845817215354,Media,Publicidad en Eventos,No,77.10331506999955
19,1041.3716665032323,Media,Marketing de Contenido,No,87.01724506081378
39,1926.539725298149,Baja,Marketing de Contenido,No,92.99227688031274
18,3652.3646441267897,Baja,Publicidad en Línea,Sí,23.29053035528882
40,3243.081126828941,Media,Publicidad en Línea,Sí,45.470481600757125
54,441.0523223241554,Baja,Publicidad en Línea,No,86.25838657697156
44,2107.472817783956,Baja,Marketing de Influencia,No,28.620426282956203
38,2243.0407099094527,Alta,Publicidad en Eventos,No,71.88576748662693
38,3390.5478505361957,Alta,Publicidad en Eventos,Sí,14.388632422584024
57,2508.7712863650268,Baja,Marketing de Contenido,Sí,36.00501184838778
52,543.9204786726908,Media,Publicidad en Línea,Sí,40.5583958799567
48,1853.0041240214882,Alta,Publicidad en Eventos,Sí,51.899093916886585
45,2742.7413791276977,Media,Publicidad en Eventos,Sí,74.79555565629137
54,3955.7274400977353,Baja,Publicidad en Eventos,No,53.79052417988653
27,1721.111915493835,Alta,Publicidad en Línea,Sí,46.643711261245194
26,3942.995064085152,Media,Publicidad en Línea,Sí,35.098633536620774
38,2330.7851542630924,Baja,Marketing de Influencia,Sí,40.43522024846339
41,2015.889990641221,Media,Publicidad en Línea,No,45.25520511257199
57,1837.1058289588793,Media,Marketing de Contenido,No,11.466524221088491
31,2443.556004036428,Alta,Marketing de Influencia,No,37.586427980957204
27,1885.585168517368,Baja,Marketing de Influencia,Sí,32.49854035153238
45,1718.8596962563481,Baja,Marketing de Influencia,Sí,99.98337916654954
44,3919.225284640993,Alta,Publicidad en Línea,Sí,67.35064045476595
55,2129.680842874487,Alta,Marketing de Contenido,Sí,33.507382523255366
52,3186.6980378898943,Media,Publicidad en Eventos,Sí,93.31482999926251
24,2173.3039455747557,Baja,Publicidad en Línea,Sí,65.15379071410004
59,1158.1468062530828,Media,Marketing de Influencia,Sí,81.68083010639397
55,3808.961827059947,Alta,Marketing de Contenido,Sí,86.70710658213349
24,3560.83587383651,Alta,Marketing de Influencia,No,59.39283492453731
39,825.1535621235137,Alta,Publicidad en Eventos,Sí,57.87963336254087
21,3574.4345755133886,Media,Publicidad en Línea,No,63.49891525055806
29,1028.9516933158484,Media,Marketing de Contenido,Sí,99.90489495478005
29,2403.8693194278276,Baja,Marketing de Influencia,Sí,97.39196093185774
47,3744.75639797758,Media,Publicidad en Línea,Sí,7.119266074745534
32,2388.6247318555784,Alta,Marketing de Influencia,No,61.401979370002756
37,1083.025476062754,Alta,Publicidad en Línea,No,52.9711718766969
44,1280.3296227504175,Baja,Publicidad en Eventos,Sí,46.31282443261805
34,2810.711819627656,Media,Publicidad en Línea,No,5.898427820321817
53,3064.0467005832925,Alta,Marketing de Influencia,Sí,45.1841899491062
35,2489.483271910639,Baja,Publicidad en Eventos,Sí,48.527742025911024
34,1341.2754002637694,Baja,Marketing de Influencia,Sí,28.64040382640575
28,991.0519699364985,Baja,Publicidad en Línea,No,85.68562536131188
27,2722.1925058540064,Baja,Marketing de Influencia,No,66.05042980529379
53,1148.5256391169369,Media,Marketing de Contenido,Sí,15.30393693665626
43,902.2821618904577,Baja,Publicidad en Eventos,Sí,46.9736656502111
44,785.2227204609703,Baja,Marketing de Influencia,Sí,89.09202047032755
33,3033.7249307626894,Alta,Marketing de Influencia,No,34.705009609945655
45,2934.072775526266,Alta,Marketing de Influencia,Sí,91.98588862413253
22,3731.6556907582944,Alta,Publicidad en Línea,Sí,94.67856804069473
56,1268.336627418696,Alta,Marketing de Influencia,Sí,45.49485412399085
39,2480.98195919315,Media,Publicidad en Línea,Sí,49.231976728635516
57,3702.5802956853713,Baja,Publicidad en Eventos,Sí,83.98315243433552
41,1126.9704071898773,Alta,Marketing de Contenido,Sí,79.06045734432983
56,1979.6850409776791,Alta,Marketing de Contenido,No,4.765974953610586
40,3873.5251317053767,Alta,Marketing de Contenido,Sí,46.6854152412728
46,3833.064844913953,Alta,Marketing de Influencia,Sí,12.672220296913883
24,2192.868753355245,Baja,Marketing de Influencia,No,23.043981732008046
31,1960.074819917878,Baja,Marketing de Contenido,Sí,55.175586727546175
31,3795.8593868106223,Media,Marketing de Influencia,Sí,7.867609049642055
35,2517.9895408572506,Media,Marketing de Contenido,No,38.02739462386029
58,1213.6829235865741,Media,Publicidad en Línea,Sí,26.39179847976003
48,2214.1087730084996,Baja,Marketing de Contenido,Sí,17.377888373077422
22,2418.446194747986,Media,Publicidad en Eventos,Sí,45.06871694801787
36,2343.4798435638468,Alta,Marketing de Contenido,Sí,27.816918635132858
20,1801.0131956809923,Alta,Marketing de Contenido,Sí,92.24640178147769
45,841.7557827401941,Media,Publicidad en Línea,No,84.95801334828667
26,3511.808036392935,Media,Marketing de Contenido,No,38.714127421057896
33,715.6137931647237,Media,Marketing de Contenido,Sí,33.260575618539356
41,816.0321837662282,Baja,Marketing de Contenido,No,87.00493514790956
48,852.2182222831275,Media,Publicidad en Línea,Sí,40.388635228226356
31,445.81887018592533,Alta,Publicidad en Línea,No,33.901296809871525
46,3473.607843768206,Alta,Marketing de Contenido,Sí,73.74276867436983
32,3599.321046683463,Alta,Publicidad en Eventos,Sí,63.914367296805786
51,753.4853653122933,Baja,Marketing de Contenido,Sí,7.178916984161909
22,2007.8043831618838,Baja,Marketing de Contenido,Sí,24.09294420046474
28,1754.7831220602975,Baja,Marketing de Influencia,Sí,72.92158627482812
36,766.7693774620777,Baja,Publicidad en Línea,No,3.772562968049231
54,3498.252845739246,Alta,Publicidad en Línea,Sí,3.6185069485331955
26,3497.049632806728,Media,Marketing de Influencia,Sí,32.24730080819162
27,3041.027945770972,Baja,Publicidad en Línea,Sí,56.565395963157584
31,916.2934694884201,Baja,Publicidad en Línea,No,71.08401953205585
30,1275.4296775426542,Baja,Marketing de Contenido,Sí,36.78845680533317
47,1011.5256292321835,Alta,Marketing de Contenido,Sí,31.459739085535553
32,3380.1336580820907,Alta,Publicidad en Línea,Sí,44.8616506216976
58,2030.1888191946275,Baja,Marketing de Influencia,Sí,12.825441886015643
31,856.6510642532863,Baja,Publicidad en Eventos,No,17.253252118319217
27,337.35214663073947,Media,Marketing de Contenido,No,9.539484428027901
30,1330.4892648548082,Baja,Marketing de Influencia,Sí,83.12875551112569
55,3904.2830701067332,Alta,Publicidad en Línea,Sí,50.64171350320166
47,417.2562023376239,Media,Publicidad en Línea,Sí,27.22731546567976
29,3672.370649899787,Alta,Marketing de Influencia,No,40.522081882539084
59,514.3795542320071,Alta,Marketing de Influencia,Sí,7.912621497975647
42,2785.5499178758873,Baja,Publicidad en Eventos,Sí,81.59167164003357
26,1593.8786410080559,Alta,Marketing de Contenido,Sí,71.3128614329728
33,1985.3441828609455,Baja,Publicidad en Línea,Sí,14.219805142050944
50,1118.2135665758246,Media,Marketing de Influencia,No,62.885854163309396
34,1552.5456807843527,Alta,Marketing de Influencia,Sí,7.6529080510913445
29,1439.9927059794602,Baja,Publicidad en Línea,Sí,43.179274613376094
33,2922.9310159281104,Baja,Publicidad en Eventos,Sí,92.24163029553317
43,3523.638251486295,Baja,Publicidad en Eventos,Sí,24.46987679408229
39,1814.471358316369,Alta,Marketing de Influencia,Sí,20.382198612378964
40,3320.0180784575573,Alta,Publicidad en Eventos,No,11.218744394761714
35,342.7321903650578,Media,Marketing de Influencia,No,60.534618643956506
46,3214.4813910338285,Alta,Marketing de Influencia,Sí,21.26179078923477
45,2246.0290931519703,Baja,Publicidad en Eventos,Sí,35.51647325392929
26,3384.7969480610323,Alta,Publicidad en Eventos,No,33.929309019508416
45,1128.9503242554197,Media,Publicidad en Línea,No,12.014041412940724
46,1693.9487124507968,Alta,Marketing de Influencia,Sí,69.6126828155504
57,2881.5217476203857,Baja,Publicidad en Línea,Sí,49.08663915586642
57,3439.155450641743,Alta,Publicidad en Línea,Sí,94.7631586326277
53,2069.771324264768,Media,Publicidad en Eventos,Sí,57.17682213238506
48,3431.5321438691713,Alta,Marketing de Influencia,Sí,6.009459849594323
59,2328.7815501196774,Alta,Marketing de Influencia,Sí,73.90913231395787
27,3968.072796422632,Media,Publicidad en Eventos,No,70.34811462203298
35,3647.4313425684745,Media,Publicidad en Eventos,No,22.37509012691705
34,1726.8232574435538,Media,Publicidad en Línea,No,15.07247222450051
18,3835.2857395829233,Baja,Publicidad en Eventos,Sí,11.940734201010105
44,3131.7647140135296,Baja,Marketing de Contenido,Sí,77.98411624944119
25,2244.3600634965183,Media,Marketing de Contenido,Sí,54.95838688541879
36,3966.859849604416,Media,Marketing de Contenido,Sí,17.384240281317396
29,2871.4383162651106,Media,Publicidad en Línea,Sí,36.342853134116716
30,1020.0455022129707,Alta,Marketing de Contenido,No,30.08927387143512
31,721.9360078044258,Baja,Marketing de Influencia,Sí,33.86397655103133
26,1269.8283276926638,Media,Marketing de Influencia,Sí,83.18567751359618
58,3021.35826380791,Alta,Marketing de Contenido,Sí,42.14269139084858
36,2336.653233834889,Media,Marketing de Influencia,Sí,10.572336346040379
35,1769.4599340936172,Alta,Marketing de Contenido,Sí,88.95297549770753
52,3106.1892266383848,Alta,Marketing de Contenido,Sí,84.02260849391978
29,388.013481640431,Media,Marketing de Influencia,Sí,78.09075561609544
41,3310.227795819547,Baja,Marketing de Contenido,Sí,74.9331269129813
24,3068.591530771885,Baja,Marketing de Influencia,Sí,14.08632171499593
32,966.7500170702732,Media,Publicidad en Eventos,No,39.859131829198226
19,1739.3856347701862,Media,Marketing de Influencia,Sí,56.80897494862576
32,439.1206717898066,Alta,Marketing de Influencia,No,68.5550122911492
55,343.61463496867987,Media,Marketing de Influencia,Sí,34.29472097020978
24,3986.1911250489243,Media,Publicidad en Eventos,Sí,99.16123997813327
27,2106.3276348051168,Alta,Marketing de Influencia,Sí,81.52649262789825
21,1676.4916266961038,Alta,Publicidad en Línea,Sí,7.7647182741858884
27,1025.8367498867196,Media,Marketing de Influencia,Sí,61.71999952531312
52,3286.6113068276213,Alta,Publicidad en Eventos,Sí,92.6448046668382
48,2911.2850622615474,Media,Publicidad en Línea,Sí,71.23576227802249
19,305.7579323396389,Baja,Publicidad en Eventos,No,83.04212164429828
56,3153.5386902488744,Media,Marketing de Influencia,No,91.21125031310183
32,712.4861570576265,Media,Publicidad en Eventos,Sí,66.10876601164018
34,3809.940916680923,Baja,Marketing de Influencia,Sí,9.104301588061547
48,1531.123510635371,Alta,Marketing de Contenido,Sí,76.64518069406712
31,1969.0802687080911,Media,Marketing de Contenido,Sí,48.32778527917881
40,318.42935099288763,Baja,Publicidad en Línea,Sí,42.279290314903406
53,3350.252947244546,Alta,Marketing de Contenido,No,95.7982874294677
41,1440.2225406518776,Alta,Marketing de Influencia,Sí,67.61754645952632
55,2358.8534418269537,Media,Publicidad en Línea,Sí,3.932517075648878
47,3728.4229491207952,Media,Marketing de Contenido,No,92.12992219403053
44,878.0228178975852,Media,Marketing de Contenido,No,70.50056517307014
36,3509.11956784441,Baja,Marketing de Influencia,Sí,57.407614500242644
40,2150.8840441174525,Media,Marketing de Influencia,Sí,13.490402822477076
24,3720.4878440094963,Alta,Publicidad en Línea,Sí,53.7297540253319
28,3342.7136856897755,Media,Marketing de Contenido,Sí,7.376812685495926
19,1939.0261134386287,Alta,Publicidad en Línea,Sí,75.68874109156553
27,628.2335516445528,Baja,Marketing de Contenido,Sí,28.550528061186597
44,411.7305830634948,Baja,Marketing de Influencia,Sí,83.45978045718807
33,3534.65399638608,Baja,Marketing de Influencia,Sí,66.70019060243281
35,2054.854194595964,Alta,Publicidad en Línea,Sí,99.23044103198437
37,2755.671159332681,Baja,Marketing de Influencia,Sí,47.861612638168275
37,3562.099132572754,Media,Publicidad en Línea,No,89.32784866663481
19,1427.2382684933793,Baja,Marketing de Influencia,Sí,6.065426989680445
45,3614.3231680479857,Media,Marketing de Contenido,No,83.41232377871937
54,401.8700258824469,Media,Publicidad en Línea,Sí,58.8832001075934
53,1335.7250113162904,Baja,Publicidad en Línea,Sí,63.66256147039896
27,3303.535661868608,Media,Publicidad en Línea,Sí,11.929361433513098
59,3456.9151777974926,Alta,Marketing de Contenido,No,67.74309239603357
31,3795.8909628230695,Media,Marketing de Influencia,No,6.083847352368199
24,1421.141708116443,Baja,Publicidad en Línea,Sí,17.67672731720279
42,3186.871666779705,Baja,Marketing de Influencia,Sí,76.1437554254726
28,3944.98211980069,Media,Marketing de Contenido,Sí,66.62646398741497
55,2249.922255913493,Alta,Publicidad en Línea,Sí,59.955602225565485
23,1234.6062716606796,Alta,Publicidad en Línea,No,63.12668087051948
58,444.1605669695721,Alta,Marketing de Contenido,No,80.39399443143138
33,3110.7163323000937,Baja,Marketing de Influencia,Sí,97.39625737675092
32,813.7279224223277,Baja,Marketing de Contenido,No,90.93323779143424
39,1731.6876437945623,Alta,Publicidad en Eventos,Sí,13.956245232316878
18,1444.3281621170393,Media,Publicidad en Línea,Sí,91.98752346563744
53,1842.3474899285118,Baja,Publicidad en Eventos,Sí,0.24488944732485862
51,3652.196281250483,Media,Publicidad en Eventos,Sí,5.364712620720002
32,1876.0067165208893,Alta,Marketing de Influencia,Sí,14.1110252662343
24,3677.1539567074046,Baja,Marketing de Influencia,Sí,81.10000770498111
42,3279.98318089264,Baja,Marketing de Influencia,No,1.2074234695597874
21,1366.9998286534658,Alta,Marketing de Influencia,Sí,28.17165585519865
22,1476.9293704899294,Baja,Marketing de Contenido,Sí,72.45253228184558
55,1668.4236310252745,Alta,Publicidad en Eventos,Sí,35.22333607521648
58,2540.8946089943774,Alta,Marketing de Contenido,Sí,4.198346181869217
49,2794.0313134228495,Baja,Marketing de Influencia,No,80.4706147182156
45,3897.2503921129533,Baja,Marketing de Contenido,No,45.16952317420375
59,3728.1094349391274,Baja,Publicidad en Línea,Sí,30.438300938207885
21,2563.925369275088,Alta,Marketing de Contenido,Sí,68.26994831960039
52,471.0834841467104,Alta,Marketing de Contenido,No,82.42090665755877
59,2317.6381954529943,Alta,Publicidad en Línea,Sí,49.81521761807443
31,1793.468818709271,Media,Marketing de Influencia,Sí,49.35982319806706
35,2315.6812840980874,Baja,Marketing de Contenido,Sí,97.59080033993861
58,448.6525810616928,Alta,Publicidad en Eventos,Sí,24.431423109242946
28,3984.320167480556,Media,Publicidad en Eventos,Sí,99.76618038902232
56,510.7459705525231,Media,Publicidad en Eventos,No,22.09567868403395
21,1308.9157570331845,Media,Publicidad en Eventos,Sí,13.858573141477482
45,566.8589070705908,Baja,Marketing de Influencia,Sí,97.39208970290368
33,2326.1610922158015,Alta,Marketing de Contenido,Sí,13.24687723045228
52,1601.7276972503782,Alta,Publicidad en Eventos,No,70.81229013369583
54,1688.60941855505,Alta,Publicidad en Eventos,Sí,85.86207236375219
57,3219.9198271743735,Media,Marketing de Contenido,Sí,47.179769416613716
38,3644.8744276064795,Alta,Marketing de Influencia,Sí,14.180915404445527
43,913.0788375286976,Media,Marketing de Influencia,Sí,6.198629937845091
29,1332.2146782218408,Baja,Publicidad en Línea,No,26.965465337835237
35,2049.095894727364,Baja,Marketing de Influencia,No,41.880218972575875
23,717.6621795253566,Alta,Publicidad en Línea,Sí,46.91419156293155
37,1730.1909035909298,Media,Marketing de Influencia,Sí,61.21958412639557
25,1417.7257687750725,Baja,Marketing de Contenido,Sí,43.08803331914534
22,3711.3124470237008,Alta,Publicidad en Eventos,No,35.03162273917572
49,1034.5762456113418,Baja,Marketing de Influencia,Sí,72.34827681901554
47,2968.4821728715083,Baja,Marketing de Contenido,Sí,88.91564281382644
45,1098.804872387785,Media,Marketing de Contenido,Sí,16.202597732449565
50,2614.9360014196172,Baja,Marketing de Influencia,Sí,1.5695655435187805
59,2453.3656941197787,Media,Marketing de Contenido,Sí,54.70825693338921
36,1997.2798830251804,Media,Publicidad en Línea,Sí,34.093990840321254
47,3322.557018073133,Baja,Marketing de Influencia,Sí,89.25744227736038
31,1124.0536191993033,Alta,Publicidad en Línea,Sí,21.716865139311604
27,2065.936828892154,Alta,Publicidad en Línea,Sí,31.441633536329118
26,3934.945125265808,Media,Marketing de Influencia,No,77.089836954829
43,978.0686203664658,Baja,Marketing de Influencia,Sí,17.3973768958805
51,2318.100082909374,Baja,Publicidad en Eventos,No,74.0082766796672
35,1384.4913982413445,Baja,Publicidad en Eventos,Sí,28.97038540092258
34,758.0824201540122,Alta,Publicidad en Eventos,No,82.59549830533456
25,3450.8940293024057,Alta,Marketing de Contenido,No,86.0516098642018
48,2437.411713815037,Alta,Marketing de Contenido,Sí,88.54189293540965
34,2441.6682749880956,Media,Marketing de Contenido,Sí,49.34461787108143
40,2317.738527879303,Baja,Publicidad en Línea,Sí,68.4831187642431
55,982.531995234648,Media,Publicidad en Eventos,No,47.70796020930589
27,2403.942712668848,Alta,Publicidad en Eventos,Sí,61.3802557618697
30,638.139353411036,Media,Publicidad en Eventos,Sí,41.609255364907824
42,2825.774920553249,Baja,Marketing de Contenido,Sí,44.93811475919129
40,490.3915218202443,Media,Marketing de Contenido,No,41.56176781277884
32,999.8591327952508,Media,Marketing de Influencia,No,83.96655391386248
51,1388.6058492484099,Alta,Publicidad en Línea,Sí,45.764150488853126
22,1332.0455053415524,Baja,Publicidad en Eventos,Sí,82.00766224421065
23,3304.778469153193,Baja,Publicidad en Eventos,No,48.086948259852235
30,1364.6773850264715,Media,Marketing de Contenido,Sí,72.76536652862391
59,573.6442378509586,Media,Publicidad en Línea,Sí,91.7634650854419
30,551.5359662641051,Alta,Marketing de Contenido,No,79.54486697427524
18,852.8300217242721,Baja,Marketing de Influencia,Sí,72.75322689032392
23,1758.5100317109673,Baja,Publicidad en Línea,Sí,41.80620667499435
40,1028.2126648233316,Media,Marketing de Influencia,Sí,89.80883357399509
59,1169.5827301037416,Media,Marketing de Influencia,Sí,39.94520727637998
51,980.7099253327092,Media,Marketing de Contenido,Sí,73.70323385250194
19,1405.3209696937258,Alta,Publicidad en Línea,Sí,16.188869558104123
28,2167.977295905485,Alta,Marketing de Influencia,No,78.82930511246691
24,3893.984165231779,Media,Publicidad en Línea,Sí,75.25433101892084
34,3230.364634942246,Baja,Marketing de Influencia,Sí,94.4481387476851
25,938.3266028025711,Alta,Publicidad en Línea,Sí,78.36623047349315
45,3270.5475545200793,Media,Marketing de Contenido,No,62.018460532043186
56,2927.344210620699,Alta,Publicidad en Eventos,Sí,55.275211582016794
38,3651.4541166241224,Alta,Marketing de Contenido,No,6.425606156631202
59,1908.414914040364,Alta,Publicidad en Eventos,Sí,42.586496355881295
36,3508.2651254866328,Baja,Marketing de Influencia,No,48.890429361536526
24,2882.9339343526217,Baja,Publicidad en Eventos,No,70.27851827964795
56,1310.44253161789,Baja,Marketing de Influencia,Sí,27.352537190581426
52,1742.1717494121833,Media,Marketing de Influencia,Sí,64.90938494663662
28,3402.370781743733,Baja,Publicidad en Eventos,No,1.1617743201826625
57,3288.5354352919026,Media,Marketing de Contenido,No,36.672924066625775
58,1208.3720990580946,Media,Marketing de Contenido,No,29.1020387969986
58,3394.2133952796203,Alta,Marketing de Influencia,Sí,50.31145923535559
45,3799.3011662283766,Baja,Publicidad en Línea,Sí,59.71582634715919
48,3547.746996921687,Alta,Publicidad en Línea,Sí,89.7055671645867
54,1710.765702538064,Media,Marketing de Influencia,No,95.62001314103988
52,2302.298643644298,Media,Publicidad en Línea,Sí,20.82334472596691
43,3430.0543765155485,Alta,Publicidad en Eventos,Sí,76.52488164792585
45,2950.6815819149083,Media,Publicidad en Línea,Sí,11.45958001469195
49,2923.6882784741856,Alta,Publicidad en Línea,No,5.770108225532244
21,1355.4304060857062,Media,Marketing de Influencia,Sí,80.75294927141728
18,2559.9669927804994,Media,Marketing de Influencia,Sí,83.56130598328716
55,501.50612827110376,Media,Marketing de Contenido,No,72.15969903588572
57,1399.4453783786955,Media,Marketing de Contenido,Sí,9.459583185238307
30,1050.318804905397,Alta,Marketing de Contenido,No,95.12083217037387
38,1731.9539248983242,Baja,Publicidad en Eventos,Sí,11.457710143789546
29,3031.4494691171453,Media,Publicidad en Línea,Sí,87.55934919872863
30,1264.0021727600392,Alta,Publicidad en Eventos,Sí,46.26120599949903
45,961.9858378506085,Baja,Marketing de Contenido,Sí,97.92529904099676
39,3415.53199869291,Alta,Marketing de Contenido,No,37.88030857145973
30,3685.8624666016904,Alta,Publicidad en Eventos,No,99.38766129878734
35,1951.0014064190489,Baja,Publicidad en Eventos,Sí,48.1523262832567
57,1204.6417558666183,Alta,Marketing de Contenido,Sí,3.375957598806334
49,1233.7538366689569,Baja,Marketing de Contenido,No,67.19456064803005
47,1839.865584639165,Media,Publicidad en Línea,No,91.823608230879
19,3269.0388690069412,Media,Publicidad en Línea,Sí,40.39919317964152
55,2377.482219096905,Alta,Marketing de Contenido,Sí,98.2220736320273
18,2436.14300337999,Alta,Publicidad en Eventos,Sí,57.079065262608864
